title,rating,domain,city,state,established,course_name,course_duration_years,course_fee_inr,location,course_duration,course_fee,course_seats,rating_raw
"SIU Pune - Symbiosis International University, Pune",3.9,University,Pune,Maharashtra,2002,Online MBA,2.0,300000.0,"Pune, Maharashtra",2 Years,₹3.00 L,3000.0,3.9/5
"SIU Pune - Symbiosis International University, Pune",3.9,University,Pune,Maharashtra,2002,BBA Hons,4.0,1484000.0,"Pune, Maharashtra",4 Years,₹14.84 L,300.0,3.9/5
"SIU Pune - Symbiosis International University, Pune",3.9,University,Pune,Maharashtra,2002,MBA,2.0,1305000.0,"Pune, Maharashtra",2 Years,₹13.05 L,300.0,3.9/5
"SIU Pune - Symbiosis International University, Pune",3.9,University,Pune,Maharashtra,2002,MBA,2.0,2540000.0,"Pune, Maharashtra",2 Years,₹25.40 L,240.0,3.9/5
"SIU Pune - Symbiosis International University, Pune",3.9,University,Pune,Maharashtra,2002,BBA Hons,4.0,1251000.0,"Pune, Maharashtra",4 Years,₹12.51 L,180.0,3.9/5
"SIU Pune - Symbiosis International University, Pune",3.9,University,Pune,Maharashtra,2002,MBA,2.0,2490000.0,"Pune, Maharashtra",2 Years,₹24.90 L,180.0,3.9/5
"SIU Pune - Symbiosis International University, Pune",3.9,University,Pune,Maharashtra,2002,MBA,2.0,1964999.0,"Pune, Maharashtra",2 Years,₹19.65 L,180.0,3.9/5
"SIU Pune - Symbiosis International University, Pune",3.9,University,Pune,Maharashtra,2002,BCA,3.0,1218000.0,"Pune, Maharashtra",3 Years,₹12.18 L,180.0,3.9/5
"SIU Pune - Symbiosis International University, Pune",3.9,University,Pune,Maharashtra,2002,B.Tech Computer Science and Engineering,4.0,1320000.0,"Pune, Maharashtra",4 Years,₹13.20 L,180.0,3.9/5
"SIU Pune - Symbiosis International University, Pune",3.9,University,Pune,Maharashtra,2002,B.Tech Artificial Intelligence and Machine Learning,4.0,1320000.0,"Pune, Maharashtra",4 Years,₹13.20 L,180.0,3.9/5
"SIU Pune - Symbiosis International University, Pune",3.9,University,Pune,Maharashtra,2002,BBA LLB Hons,5.0,2390000.0,"Pune, Maharashtra",5 Years,₹23.90 L,180.0,3.9/5
"SIU Pune - Symbiosis International University, Pune",3.9,University,Pune,Maharashtra,2002,MBA,2.0,2460000.0,"Pune, Maharashtra",2 Years,₹24.60 L,180.0,3.9/5
"SIU Pune - Symbiosis International University, Pune",3.9,University,Pune,Maharashtra,2002,B.Tech Computer Science and Engineering,4.0,1040000.0,"Pune, Maharashtra",4 Years,₹10.40 L,180.0,3.9/5
"SIU Pune - Symbiosis International University, Pune",3.9,University,Pune,Maharashtra,2002,BCA Hons,3.0,1288000.0,"Pune, Maharashtra",3 Years,₹12.88 L,180.0,3.9/5
"SIU Pune - Symbiosis International University, Pune",3.9,University,Pune,Maharashtra,2002,M.Sc Computer Application,2.0,1250000.0,"Pune, Maharashtra",2 Years,₹12.50 L,180.0,3.9/5
"SIU Pune - Symbiosis International University, Pune",3.9,University,Pune,Maharashtra,2002,BBA LLB,5.0,2055000.0,"Pune, Maharashtra",5 Years,₹20.55 L,180.0,3.9/5
"SIU Pune - Symbiosis International University, Pune",3.9,University,Pune,Maharashtra,2002,MBA IT and Business Management,2.0,1705999.0,"Pune, Maharashtra",2 Years,₹17.06 L,180.0,3.9/5
"SIU Pune - Symbiosis International University, Pune",3.9,University,Pune,Maharashtra,2002,MBA,2.0,1712000.0,"Pune, Maharashtra",2 Years,₹17.12 L,180.0,3.9/5
"SIU Pune - Symbiosis International University, Pune",3.9,University,Pune,Maharashtra,2002,MBBS,5.5,4500000.0,"Pune, Maharashtra",5 Years 6 Months,₹45.00 L,150.0,3.9/5
"SIU Pune - Symbiosis International University, Pune",3.9,University,Pune,Maharashtra,2002,B.Sc Economics Hons,4.0,1044000.0,"Pune, Maharashtra",4 Years,₹10.44 L,150.0,3.9/5
"Kerala University - University of Kerala, Thiruvananthapuram",4.2,University,Thiruvananthapuram,Kerala,1937,M.Com,2.0,0.0,"Thiruvananthapuram, Kerala",2 Years,NaN,590.0,4.2/5
"Kerala University - University of Kerala, Thiruvananthapuram",4.2,University,Thiruvananthapuram,Kerala,1937,B.Sc Chemistry,3.0,0.0,"Thiruvananthapuram, Kerala",3 Years,NaN,235.0,4.2/5
"Kerala University - University of Kerala, Thiruvananthapuram",4.2,University,Thiruvananthapuram,Kerala,1937,B.Sc Physics,3.0,0.0,"Thiruvananthapuram, Kerala",3 Years,NaN,230.0,4.2/5
"Kerala University - University of Kerala, Thiruvananthapuram",4.2,University,Thiruvananthapuram,Kerala,1937,B.Com Co-operation,3.0,0.0,"Thiruvananthapuram, Kerala",3 Years,NaN,159.0,4.2/5
"Kerala University - University of Kerala, Thiruvananthapuram",4.2,University,Thiruvananthapuram,Kerala,1937,BA Economics,3.0,0.0,"Thiruvananthapuram, Kerala",3 Years,NaN,151.0,4.2/5
"Kerala University - University of Kerala, Thiruvananthapuram",4.2,University,Thiruvananthapuram,Kerala,1937,B.Ed,2.0,0.0,"Thiruvananthapuram, Kerala",2 Years,NaN,150.0,4.2/5
"Kerala University - University of Kerala, Thiruvananthapuram",4.2,University,Thiruvananthapuram,Kerala,1937,BA Political Science,3.0,0.0,"Thiruvananthapuram, Kerala",3 Years,NaN,145.0,4.2/5
"Kerala University - University of Kerala, Thiruvananthapuram",4.2,University,Thiruvananthapuram,Kerala,1937,BA Economics,3.0,13140.0,"Thiruvananthapuram, Kerala",3 Years,₹13.14 K,140.0,4.2/5
"Kerala University - University of Kerala, Thiruvananthapuram",4.2,University,Thiruvananthapuram,Kerala,1937,BA English,3.0,0.0,"Thiruvananthapuram, Kerala",3 Years,NaN,130.0,4.2/5
"Kerala University - University of Kerala, Thiruvananthapuram",4.2,University,Thiruvananthapuram,Kerala,1937,BHMCT,4.0,0.0,"Thiruvananthapuram, Kerala",4 Years,NaN,120.0,4.2/5
"Kerala University - University of Kerala, Thiruvananthapuram",4.2,University,Thiruvananthapuram,Kerala,1937,MBA,2.0,240000.0,"Thiruvananthapuram, Kerala",2 Years,₹2.40 L,120.0,4.2/5
"Kerala University - University of Kerala, Thiruvananthapuram",4.2,University,Thiruvananthapuram,Kerala,1937,BBA LLB,5.0,0.0,"Thiruvananthapuram, Kerala",5 Years,NaN,120.0,4.2/5
"Kerala University - University of Kerala, Thiruvananthapuram",4.2,University,Thiruvananthapuram,Kerala,1937,B.Com LLB,5.0,0.0,"Thiruvananthapuram, Kerala",5 Years,NaN,120.0,4.2/5
"Kerala University - University of Kerala, Thiruvananthapuram",4.2,University,Thiruvananthapuram,Kerala,1937,MBA,2.0,0.0,"Thiruvananthapuram, Kerala",2 Years,NaN,120.0,4.2/5
"Kerala University - University of Kerala, Thiruvananthapuram",4.2,University,Thiruvananthapuram,Kerala,1937,BHMCT,4.0,285000.0,"Thiruvananthapuram, Kerala",4 Years,₹2.85 L,120.0,4.2/5
"Kerala University - University of Kerala, Thiruvananthapuram",4.2,University,Thiruvananthapuram,Kerala,1937,BHMCT,4.0,349000.0,"Thiruvananthapuram, Kerala",4 Years,₹3.49 L,120.0,4.2/5
"Kerala University - University of Kerala, Thiruvananthapuram",4.2,University,Thiruvananthapuram,Kerala,1937,B.Tech Computer Science and Engineering,4.0,0.0,"Thiruvananthapuram, Kerala",4 Years,NaN,120.0,4.2/5
"Kerala University - University of Kerala, Thiruvananthapuram",4.2,University,Thiruvananthapuram,Kerala,1937,BA Malayalam,3.0,0.0,"Thiruvananthapuram, Kerala",3 Years,NaN,115.0,4.2/5
"Kerala University - University of Kerala, Thiruvananthapuram",4.2,University,Thiruvananthapuram,Kerala,1937,B.Ed,2.0,0.0,"Thiruvananthapuram, Kerala",2 Years,NaN,100.0,4.2/5
"Kerala University - University of Kerala, Thiruvananthapuram",4.2,University,Thiruvananthapuram,Kerala,1937,B.Ed,2.0,0.0,"Thiruvananthapuram, Kerala",2 Years,NaN,100.0,4.2/5
"KL University Guntur - Koneru Lakshmaiah Education Foundation, Guntur",4.4,University,Guntur,Andhra Pradesh,2009,B.Tech Computer Science and Engineering,4.0,0.0,"Guntur, Andhra Pradesh",4 Years,NaN,600.0,4.4/5
"KL University Guntur - Koneru Lakshmaiah Education Foundation, Guntur",4.4,University,Guntur,Andhra Pradesh,2009,B.Tech Computer Science and Engineering,4.0,1115000.0,"Guntur, Andhra Pradesh",4 Years,₹11.15 L,360.0,4.4/5
"KL University Guntur - Koneru Lakshmaiah Education Foundation, Guntur",4.4,University,Guntur,Andhra Pradesh,2009,B.Tech Electronics and Communication Engineering,4.0,1060000.0,"Guntur, Andhra Pradesh",4 Years,₹10.60 L,360.0,4.4/5
"KL University Guntur - Koneru Lakshmaiah Education Foundation, Guntur",4.4,University,Guntur,Andhra Pradesh,2009,B.Tech Computer Science and Information Technology,4.0,1140000.0,"Guntur, Andhra Pradesh",4 Years,₹11.40 L,180.0,4.4/5
"KL University Guntur - Koneru Lakshmaiah Education Foundation, Guntur",4.4,University,Guntur,Andhra Pradesh,2009,MCA,2.0,540000.0,"Guntur, Andhra Pradesh",2 Years,₹5.40 L,180.0,4.4/5
"KL University Guntur - Koneru Lakshmaiah Education Foundation, Guntur",4.4,University,Guntur,Andhra Pradesh,2009,B.Tech Biotechnology,4.0,1060000.0,"Guntur, Andhra Pradesh",4 Years,₹10.60 L,120.0,4.4/5
"KL University Guntur - Koneru Lakshmaiah Education Foundation, Guntur",4.4,University,Guntur,Andhra Pradesh,2009,B.Tech Artificial Intelligence and Data Science,4.0,1140000.0,"Guntur, Andhra Pradesh",4 Years,₹11.40 L,120.0,4.4/5
"KL University Guntur - Koneru Lakshmaiah Education Foundation, Guntur",4.4,University,Guntur,Andhra Pradesh,2009,BBA,3.0,0.0,"Guntur, Andhra Pradesh",3 Years,NaN,120.0,4.4/5
"KL University Guntur - Koneru Lakshmaiah Education Foundation, Guntur",4.4,University,Guntur,Andhra Pradesh,2009,B.Tech Electronics and Communication Engineering,4.0,1015000.0,"Guntur, Andhra Pradesh",4 Years,₹10.15 L,120.0,4.4/5
"KL University Guntur - Koneru Lakshmaiah Education Foundation, Guntur",4.4,University,Guntur,Andhra Pradesh,2009,B.Tech Computer Science and Information Technology,4.0,0.0,"Guntur, Andhra Pradesh",4 Years,NaN,120.0,4.4/5
"KL University Guntur - Koneru Lakshmaiah Education Foundation, Guntur",4.4,University,Guntur,Andhra Pradesh,2009,BBA LLB Integrated,5.0,0.0,"Guntur, Andhra Pradesh",5 Years,NaN,120.0,4.4/5
"KL University Guntur - Koneru Lakshmaiah Education Foundation, Guntur",4.4,University,Guntur,Andhra Pradesh,2009,B.Pharma,4.0,0.0,"Guntur, Andhra Pradesh",4 Years,NaN,100.0,4.4/5
"KL University Guntur - Koneru Lakshmaiah Education Foundation, Guntur",4.4,University,Guntur,Andhra Pradesh,2009,MCA,2.0,0.0,"Guntur, Andhra Pradesh",2 Years,NaN,60.0,4.4/5
"KL University Guntur - Koneru Lakshmaiah Education Foundation, Guntur",4.4,University,Guntur,Andhra Pradesh,2009,B.Tech Electronics and Communication Engineering,4.0,0.0,"Guntur, Andhra Pradesh",4 Years,NaN,60.0,4.4/5
"KL University Guntur - Koneru Lakshmaiah Education Foundation, Guntur",4.4,University,Guntur,Andhra Pradesh,2009,B.Tech Internet of Things,4.0,1060000.0,"Guntur, Andhra Pradesh",4 Years,₹10.60 L,60.0,4.4/5
"KL University Guntur - Koneru Lakshmaiah Education Foundation, Guntur",4.4,University,Guntur,Andhra Pradesh,2009,MBA,2.0,0.0,"Guntur, Andhra Pradesh",2 Years,NaN,60.0,4.4/5
"KL University Guntur - Koneru Lakshmaiah Education Foundation, Guntur",4.4,University,Guntur,Andhra Pradesh,2009,BCA,3.0,0.0,"Guntur, Andhra Pradesh",3 Years,NaN,60.0,4.4/5
"KL University Guntur - Koneru Lakshmaiah Education Foundation, Guntur",4.4,University,Guntur,Andhra Pradesh,2009,B.Tech Artificial Intelligence and Data Science,4.0,0.0,"Guntur, Andhra Pradesh",4 Years,NaN,60.0,4.4/5
"KL University Guntur - Koneru Lakshmaiah Education Foundation, Guntur",4.4,University,Guntur,Andhra Pradesh,2009,LLB,3.0,0.0,"Guntur, Andhra Pradesh",3 Years,NaN,60.0,4.4/5
"KL University Guntur - Koneru Lakshmaiah Education Foundation, Guntur",4.4,University,Guntur,Andhra Pradesh,2009,B.Arch,5.0,1215000.0,"Guntur, Andhra Pradesh",5 Years,₹12.15 L,40.0,4.4/5
"TIET Patiala - Thapar Institute of Engineering and Technology, Patiala",4.3,University,Patiala,Punjab,1956,BE Computer Engineering,4.0,2410000.0,"Patiala, Punjab",4 Years,₹24.10 L,1026.0,4.3/5
"TIET Patiala - Thapar Institute of Engineering and Technology, Patiala",4.3,University,Patiala,Punjab,1956,BE Computer Science and Engineering Patiala Campus,4.0,2410000.0,"Patiala, Punjab",4 Years,₹24.10 L,360.0,4.3/5
"TIET Patiala - Thapar Institute of Engineering and Technology, Patiala",4.3,University,Patiala,Punjab,1956,BE Electronics and Computer Engineering,4.0,2190000.0,"Patiala, Punjab",4 Years,₹21.90 L,360.0,4.3/5
"TIET Patiala - Thapar Institute of Engineering and Technology, Patiala",4.3,University,Patiala,Punjab,1956,B.Tech Artificial Intelligence and Data Science,4.0,0.0,"Patiala, Punjab",4 Years,NaN,240.0,4.3/5
"TIET Patiala - Thapar Institute of Engineering and Technology, Patiala",4.3,University,Patiala,Punjab,1956,BE Electronics and Communication Engineering,4.0,2190000.0,"Patiala, Punjab",4 Years,₹21.90 L,240.0,4.3/5
"TIET Patiala - Thapar Institute of Engineering and Technology, Patiala",4.3,University,Patiala,Punjab,1956,BE Computer Science and Engineering Dera Bassi Campus,4.0,2410000.0,"Patiala, Punjab",4 Years,₹24.10 L,240.0,4.3/5
"TIET Patiala - Thapar Institute of Engineering and Technology, Patiala",4.3,University,Patiala,Punjab,1956,MBA,2.0,1350000.0,"Patiala, Punjab",2 Years,₹13.50 L,200.0,4.3/5
"TIET Patiala - Thapar Institute of Engineering and Technology, Patiala",4.3,University,Patiala,Punjab,1956,BE Mechanical Engineering,4.0,1850000.0,"Patiala, Punjab",4 Years,₹18.50 L,150.0,4.3/5
"TIET Patiala - Thapar Institute of Engineering and Technology, Patiala",4.3,University,Patiala,Punjab,1956,BE Electrical and Computer Engineering,4.0,2410000.0,"Patiala, Punjab",4 Years,₹24.10 L,120.0,4.3/5
"TIET Patiala - Thapar Institute of Engineering and Technology, Patiala",4.3,University,Patiala,Punjab,1956,BE Artificial Intelligence and Machine Learning,4.0,2410000.0,"Patiala, Punjab",4 Years,₹24.10 L,120.0,4.3/5
"TIET Patiala - Thapar Institute of Engineering and Technology, Patiala",4.3,University,Patiala,Punjab,1956,BE Computer Science and Engineering,4.0,0.0,"Patiala, Punjab",4 Years,NaN,120.0,4.3/5
"TIET Patiala - Thapar Institute of Engineering and Technology, Patiala",4.3,University,Patiala,Punjab,1956,BE Computer Engineering Lateral Entry,3.0,1814999.0,"Patiala, Punjab",3 Years,₹18.15 L,96.0,4.3/5
"TIET Patiala - Thapar Institute of Engineering and Technology, Patiala",4.3,University,Patiala,Punjab,1956,B.Tech Biotechnology,4.0,2190000.0,"Patiala, Punjab",4 Years,₹21.90 L,90.0,4.3/5
"TIET Patiala - Thapar Institute of Engineering and Technology, Patiala",4.3,University,Patiala,Punjab,1956,MCA,2.0,493000.0,"Patiala, Punjab",2 Years,₹4.93 L,90.0,4.3/5
"TIET Patiala - Thapar Institute of Engineering and Technology, Patiala",4.3,University,Patiala,Punjab,1956,BE Electronics Instrumentation and Control Engineering,4.0,1721000.0,"Patiala, Punjab",4 Years,₹17.21 L,90.0,4.3/5
"TIET Patiala - Thapar Institute of Engineering and Technology, Patiala",4.3,University,Patiala,Punjab,1956,ME Computer Science and Engineering,2.0,429000.0,"Patiala, Punjab",2 Years,₹4.29 L,90.0,4.3/5
"TIET Patiala - Thapar Institute of Engineering and Technology, Patiala",4.3,University,Patiala,Punjab,1956,BE Electrical Engineering,4.0,1850000.0,"Patiala, Punjab",4 Years,₹18.50 L,90.0,4.3/5
"TIET Patiala - Thapar Institute of Engineering and Technology, Patiala",4.3,University,Patiala,Punjab,1956,BE Computer Science and Business systems,4.0,2410000.0,"Patiala, Punjab",4 Years,₹24.10 L,69.0,4.3/5
"TIET Patiala - Thapar Institute of Engineering and Technology, Patiala",4.3,University,Patiala,Punjab,1956,BE Civil Engineering with Computer Applications,4.0,1850000.0,"Patiala, Punjab",4 Years,₹18.50 L,60.0,4.3/5
"TIET Patiala - Thapar Institute of Engineering and Technology, Patiala",4.3,University,Patiala,Punjab,1956,BE Chemical Engineering,4.0,1850000.0,"Patiala, Punjab",4 Years,₹18.50 L,60.0,4.3/5
"Kalasalingam Academy of Research and Education, Virudhunagar",4.0,University,Virudhunagar,Tamil Nadu,2006,B.Tech Computer Science and Engineering,4.0,799000.0,"Virudhunagar, Tamil Nadu",4 Years,₹7.99 L,2100.0,4.0/5
"Kalasalingam Academy of Research and Education, Virudhunagar",4.0,University,Virudhunagar,Tamil Nadu,2006,B.Tech Electronics and Communication Engineering,4.0,659000.0,"Virudhunagar, Tamil Nadu",4 Years,₹6.59 L,276.0,4.0/5
"Kalasalingam Academy of Research and Education, Virudhunagar",4.0,University,Virudhunagar,Tamil Nadu,2006,B.Tech Artificial Intelligence and Machine Learning,4.0,799000.0,"Virudhunagar, Tamil Nadu",4 Years,₹7.99 L,180.0,4.0/5
"Kalasalingam Academy of Research and Education, Virudhunagar",4.0,University,Virudhunagar,Tamil Nadu,2006,MCA,3.0,335000.0,"Virudhunagar, Tamil Nadu",3 Years,₹3.35 L,160.0,4.0/5
"Kalasalingam Academy of Research and Education, Virudhunagar",4.0,University,Virudhunagar,Tamil Nadu,2006,B.Tech Data Science,4.0,451000.0,"Virudhunagar, Tamil Nadu",4 Years,₹4.51 L,120.0,4.0/5
"Kalasalingam Academy of Research and Education, Virudhunagar",4.0,University,Virudhunagar,Tamil Nadu,2006,B.Tech Internet of Things and Cyber Security Including Block Chain Technology,4.0,453000.0,"Virudhunagar, Tamil Nadu",4 Years,₹4.53 L,120.0,4.0/5
"Kalasalingam Academy of Research and Education, Virudhunagar",4.0,University,Virudhunagar,Tamil Nadu,2006,MBA,2.0,335000.0,"Virudhunagar, Tamil Nadu",2 Years,₹3.35 L,120.0,4.0/5
"Kalasalingam Academy of Research and Education, Virudhunagar",4.0,University,Virudhunagar,Tamil Nadu,2006,BBA,3.0,106000.0,"Virudhunagar, Tamil Nadu",3 Years,₹1.06 L,100.0,4.0/5
"Kalasalingam Academy of Research and Education, Virudhunagar",4.0,University,Virudhunagar,Tamil Nadu,2006,BCA,3.0,196000.0,"Virudhunagar, Tamil Nadu",3 Years,₹1.96 L,90.0,4.0/5
"Kalasalingam Academy of Research and Education, Virudhunagar",4.0,University,Virudhunagar,Tamil Nadu,2006,B.Sc Computer Science,3.0,196000.0,"Virudhunagar, Tamil Nadu",3 Years,₹1.96 L,90.0,4.0/5
"Kalasalingam Academy of Research and Education, Virudhunagar",4.0,University,Virudhunagar,Tamil Nadu,2006,B.Tech Computer Science Engineering with Specialization in Software Product Engineering powered by Kalvium,4.0,1200000.0,"Virudhunagar, Tamil Nadu",4 Years,₹12.00 L,75.0,4.0/5
"Kalasalingam Academy of Research and Education, Virudhunagar",4.0,University,Virudhunagar,Tamil Nadu,2006,B.Sc Visual Communication,3.0,106000.0,"Virudhunagar, Tamil Nadu",3 Years,₹1.06 L,60.0,4.0/5
"Kalasalingam Academy of Research and Education, Virudhunagar",4.0,University,Virudhunagar,Tamil Nadu,2006,B.Sc Information Technology,3.0,196000.0,"Virudhunagar, Tamil Nadu",3 Years,₹1.96 L,60.0,4.0/5
"Kalasalingam Academy of Research and Education, Virudhunagar",4.0,University,Virudhunagar,Tamil Nadu,2006,B.Tech Information Technology,4.0,799000.0,"Virudhunagar, Tamil Nadu",4 Years,₹7.99 L,60.0,4.0/5
"Kalasalingam Academy of Research and Education, Virudhunagar",4.0,University,Virudhunagar,Tamil Nadu,2006,B.Tech Biotechnology,4.0,659000.0,"Virudhunagar, Tamil Nadu",4 Years,₹6.59 L,60.0,4.0/5
"Kalasalingam Academy of Research and Education, Virudhunagar",4.0,University,Virudhunagar,Tamil Nadu,2006,B.Tech Biomedical Engineering,4.0,453000.0,"Virudhunagar, Tamil Nadu",4 Years,₹4.53 L,60.0,4.0/5
"Kalasalingam Academy of Research and Education, Virudhunagar",4.0,University,Virudhunagar,Tamil Nadu,2006,B.Sc Mathematics,3.0,106000.0,"Virudhunagar, Tamil Nadu",3 Years,₹1.06 L,60.0,4.0/5
"Kalasalingam Academy of Research and Education, Virudhunagar",4.0,University,Virudhunagar,Tamil Nadu,2006,B.Sc Horticulture Hons,4.0,539000.0,"Virudhunagar, Tamil Nadu",4 Years,₹5.39 L,60.0,4.0/5
"Kalasalingam Academy of Research and Education, Virudhunagar",4.0,University,Virudhunagar,Tamil Nadu,2006,B.Sc Forensic Science,3.0,407000.0,"Virudhunagar, Tamil Nadu",3 Years,₹4.07 L,60.0,4.0/5
"Kalasalingam Academy of Research and Education, Virudhunagar",4.0,University,Virudhunagar,Tamil Nadu,2006,B.Sc Agriculture Hons,4.0,539000.0,"Virudhunagar, Tamil Nadu",4 Years,₹5.39 L,60.0,4.0/5
"SASTRA University Thanjavur - Shanmugha Arts Science Technology Research and Academy, Thanjavur",4.2,University,Thanjavur,Tamil Nadu,2001,MCA,2.0,143000.0,"Thanjavur, Tamil Nadu",2 Years,₹1.43 L,1000.0,4.2/5
"SASTRA University Thanjavur - Shanmugha Arts Science Technology Research and Academy, Thanjavur",4.2,University,Thanjavur,Tamil Nadu,2001,B.Tech Electronics and Communication Engineering,4.0,753000.0,"Thanjavur, Tamil Nadu",4 Years,₹7.53 L,300.0,4.2/5
"SASTRA University Thanjavur - Shanmugha Arts Science Technology Research and Academy, Thanjavur",4.2,University,Thanjavur,Tamil Nadu,2001,B.Tech Computer Science and Engineering,4.0,753000.0,"Thanjavur, Tamil Nadu",4 Years,₹7.53 L,300.0,4.2/5
"SASTRA University Thanjavur - Shanmugha Arts Science Technology Research and Academy, Thanjavur",4.2,University,Thanjavur,Tamil Nadu,2001,B.Tech Computer Science and Engineering,4.0,360000.0,"Thanjavur, Tamil Nadu",4 Years,₹3.60 L,180.0,4.2/5
"SASTRA University Thanjavur - Shanmugha Arts Science Technology Research and Academy, Thanjavur",4.2,University,Thanjavur,Tamil Nadu,2001,B.Tech Mechanical Engineering,4.0,753000.0,"Thanjavur, Tamil Nadu",4 Years,₹7.53 L,180.0,4.2/5
"SASTRA University Thanjavur - Shanmugha Arts Science Technology Research and Academy, Thanjavur",4.2,University,Thanjavur,Tamil Nadu,2001,B.Tech Computer Science Engineering With Specialization in Artificial Intelligence and Data Science,4.0,753000.0,"Thanjavur, Tamil Nadu",4 Years,₹7.53 L,180.0,4.2/5
"SASTRA University Thanjavur - Shanmugha Arts Science Technology Research and Academy, Thanjavur",4.2,University,Thanjavur,Tamil Nadu,2001,B.Tech Biotechnology,4.0,753000.0,"Thanjavur, Tamil Nadu",4 Years,₹7.53 L,165.0,4.2/5
"SASTRA University Thanjavur - Shanmugha Arts Science Technology Research and Academy, Thanjavur",4.2,University,Thanjavur,Tamil Nadu,2001,MBA,2.0,258000.0,"Thanjavur, Tamil Nadu",2 Years,₹2.58 L,120.0,4.2/5
"SASTRA University Thanjavur - Shanmugha Arts Science Technology Research and Academy, Thanjavur",4.2,University,Thanjavur,Tamil Nadu,2001,B.Tech Electronics and Communication Engineering,4.0,360000.0,"Thanjavur, Tamil Nadu",4 Years,₹3.60 L,120.0,4.2/5
"SASTRA University Thanjavur - Shanmugha Arts Science Technology Research and Academy, Thanjavur",4.2,University,Thanjavur,Tamil Nadu,2001,B.Tech Information Technology,4.0,753000.0,"Thanjavur, Tamil Nadu",4 Years,₹7.53 L,120.0,4.2/5
"SASTRA University Thanjavur - Shanmugha Arts Science Technology Research and Academy, Thanjavur",4.2,University,Thanjavur,Tamil Nadu,2001,MCA,2.0,218000.0,"Thanjavur, Tamil Nadu",2 Years,₹2.18 L,120.0,4.2/5
"SASTRA University Thanjavur - Shanmugha Arts Science Technology Research and Academy, Thanjavur",4.2,University,Thanjavur,Tamil Nadu,2001,B.Tech Electronics and Instrumentation Engineering,4.0,753000.0,"Thanjavur, Tamil Nadu",4 Years,₹7.53 L,60.0,4.2/5
"SASTRA University Thanjavur - Shanmugha Arts Science Technology Research and Academy, Thanjavur",4.2,University,Thanjavur,Tamil Nadu,2001,B.Tech Mechanical Engineering with Specialization in Digital Manufacturing,4.0,753000.0,"Thanjavur, Tamil Nadu",4 Years,₹7.53 L,60.0,4.2/5
"SASTRA University Thanjavur - Shanmugha Arts Science Technology Research and Academy, Thanjavur",4.2,University,Thanjavur,Tamil Nadu,2001,B.Tech Electrical and Electronics Engineering,4.0,753000.0,"Thanjavur, Tamil Nadu",4 Years,₹7.53 L,60.0,4.2/5
"SASTRA University Thanjavur - Shanmugha Arts Science Technology Research and Academy, Thanjavur",4.2,University,Thanjavur,Tamil Nadu,2001,B.Tech Electrical and Electronics Engineering with Specialization in Smart Grid and Electric Vehicles,4.0,753000.0,"Thanjavur, Tamil Nadu",4 Years,₹7.53 L,60.0,4.2/5
"SASTRA University Thanjavur - Shanmugha Arts Science Technology Research and Academy, Thanjavur",4.2,University,Thanjavur,Tamil Nadu,2001,B.Tech Chemical Engineering,4.0,753000.0,"Thanjavur, Tamil Nadu",4 Years,₹7.53 L,60.0,4.2/5
"SASTRA University Thanjavur - Shanmugha Arts Science Technology Research and Academy, Thanjavur",4.2,University,Thanjavur,Tamil Nadu,2001,B.Tech Aerospace Engineering,4.0,753000.0,"Thanjavur, Tamil Nadu",4 Years,₹7.53 L,60.0,4.2/5
"SASTRA University Thanjavur - Shanmugha Arts Science Technology Research and Academy, Thanjavur",4.2,University,Thanjavur,Tamil Nadu,2001,B.Tech VLSI Design and Technology,4.0,753000.0,"Thanjavur, Tamil Nadu",4 Years,₹7.53 L,60.0,4.2/5
"SASTRA University Thanjavur - Shanmugha Arts Science Technology Research and Academy, Thanjavur",4.2,University,Thanjavur,Tamil Nadu,2001,B.Tech Computer Science Engineering With Specialization in Cyber Security and Blockchain Technology,4.0,753000.0,"Thanjavur, Tamil Nadu",4 Years,₹7.53 L,60.0,4.2/5
"SASTRA University Thanjavur - Shanmugha Arts Science Technology Research and Academy, Thanjavur",4.2,University,Thanjavur,Tamil Nadu,2001,B.Tech Computer Science and Business System,4.0,753000.0,"Thanjavur, Tamil Nadu",4 Years,₹7.53 L,60.0,4.2/5
"Osmania University - Osmania University, Hyderabad",4.0,University,Hyderabad,Telangana,1918,"B.Sc-Clinical Nutrition and Dietetics, Biochemistry and Chemistry",3.0,0.0,"Hyderabad, Telangana",3 Years,NaN,661.0,4.0/5
"Osmania University - Osmania University, Hyderabad",4.0,University,Hyderabad,Telangana,1918,"B.Sc-Microbiology, Zoology and Computer Applications",3.0,0.0,"Hyderabad, Telangana",3 Years,NaN,654.0,4.0/5
"Osmania University - Osmania University, Hyderabad",4.0,University,Hyderabad,Telangana,1918,"B.Sc-Microbiology, Genetics and Psychology",3.0,0.0,"Hyderabad, Telangana",3 Years,NaN,653.0,4.0/5
"Osmania University - Osmania University, Hyderabad",4.0,University,Hyderabad,Telangana,1918,B.Tech Computer Science and Engineering,4.0,0.0,"Hyderabad, Telangana",4 Years,NaN,600.0,4.0/5
"Osmania University - Osmania University, Hyderabad",4.0,University,Hyderabad,Telangana,1918,"B.Sc-Biotechnology, Botany and Chemistry",3.0,0.0,"Hyderabad, Telangana",3 Years,NaN,572.0,4.0/5
